Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude,dept,station,altitude,GDD,TM_summer,TX_summer,temp_amp_summer,hot_days,rainy_days_summer,rain_June,rain_SepOct,frost_days_Apr,avg_TM_Apr,dist_km
Jules Desjourneys,Morgon 2014,2014.0,3.8,49,188,3.9,morgon,59.0,gamay,43.17557,2.96433,11,11262005,110,2182.0,22.164516129032258,27.883870967741935,10.343548387096773,0.0,2.0,13.7,136.99999999999997,0.0,14.946666666666665,2.8896114336767282
Lucien Crochet,Cuvée Prestige Sancerre Rouge 2016,2016.0,4.1,37,409,4.1,sancerre,59.0,cabernet-franc,47.3191,2.82976,18,18125004,139,1250.8999999999999,19.86290322580645,27.670967741935478,15.458064516129033,5.0,0.0,104.50000000000001,93.60000000000002,5.0,9.466666666666669,16.148038044458822
Domaines Philippe Porcheron,Château Marojallia Margaux 2017,2017.0,4.0,61,1315,4.2,margaux,59.0,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1772.8000000000002,20.893548387096775,26.99516129032258,11.146774193548389,1.0,1.0,147.7,112.8,1.0,12.263333333333334,15.385442876263323
Domaine du Bel Air,Les Marsaules Bourgueil 2019,2019.0,4.1,85,812,4.0,bourgueil,59.02,cabernet-franc,47.28333,0.15,37,37228001,44,1504.0,21.379032258064512,28.35322580645161,14.285483870967743,4.0,0.0,50.599999999999994,139.20000000000002,1.0,11.366666666666665,3.2658580969978157
Paul Ginglinger,Pinot Noir Les Rocailles 2020,2020.0,3.9,370,370,3.9,alsace,59.02,pinot-noir,48.23288,7.2499,68,68028001,309,1617.2,21.66774193548387,27.003225806451614,10.177419354838708,0.0,2.0,74.5,121.0,0.0,14.50666666666667,7.340981824375837
Domaine de la Pinte,Trousseau Arbois 2020,2020.0,3.8,58,551,3.9,arbois,59.02,pinot-noir,46.9017,5.7772,39,39013004,313,1611.0,21.69666666666667,27.759677419354837,12.032258064516132,5.0,3.0,117.69999999999999,254.39999999999998,2.0,14.643333333333334,2.8842033965231715
Hughes Beguet,So True 2023,2023.0,3.9,203,203,3.9,arbois,59.03,pinot-noir,46.9017,5.7772,39,39013004,313,1766.9500000000003,21.37096774193548,26.770967741935483,10.538709677419359,3.0,4.0,86.39999999999999,269.99999999999994,2.0,10.293333333333331,2.8842033965231715
Domaine de Cambes,Bordeaux Supérieur 2019,2019.0,4.3,130,130,4.3,bordeaux-superieur,59.1,cabernet-sauvignon,44.83333,-0.56667,33,33063001,10,2048.5,23.52096774193548,29.924193548387098,11.646774193548385,6.0,2.0,102.9,146.6,0.0,13.340000000000002,2.51155377518129
Domaine de Cambes,Bordeaux Supérieur 2020,2020.0,4.3,130,130,4.3,bordeaux-superieur,59.1,cabernet-sauvignon,44.83333,-0.56667,33,33063001,10,2091.3999999999996,23.14677419354839,29.612903225806456,11.746774193548386,7.0,2.0,51.2,209.49999999999997,0.0,15.95,2.51155377518129
Christian Gavignet-Béthanie et Filles,Nuits-Saint-Georges 1er Cru 'Les Poulettes' 2022,2022.0,4.1,106,106,4.1,nuits-saint-georges-les-poulettes,59.2,pinot-noir,47.1525,4.944,21,21564001,203,1681.6,22.162903225806453,30.66290322580645,16.946774193548386,5.0,0.0,130.2,128.5,4.0,10.320000000000002,10.264484418186186
Henri de Villamont,Fixin 2022,2022.0,4.0,140,140,4.0,fixin,59.2,pinot-noir,47.2597,4.9734,21,21231001,241,1767.6000000000001,22.943548387096776,30.26935483870968,14.780645161290321,5.0,1.0,141.6,154.69999999999993,3.0,10.806666666666667,7.613119422449249
Vincent Girardin,Les Vieilles Vignes Pommard 2020,2020.0,4.2,33,1450,4.1,pommard,59.2,pinot-noir,46.9513,4.7927,21,21527001,417,1347.3000000000002,20.77741935483871,27.38225806451613,13.387096774193546,3.0,1.0,97.00000000000001,274.9,3.0,12.244827586206897,9.010673464521938
Maison Roche de Bellene,Volnay Vieilles Vignes 2015,2015.0,3.9,35,707,3.9,volnay,59.2,pinot-noir,46.9437,4.765,21,21590001,246,1549.5,22.28870967741935,28.975806451612904,12.887096774193548,10.0,3.0,57.2,175.10000000000002,0.0,12.199999999999998,13.652602978985774
Château Ducru-Beaucaillou,Croix de Beaucaillou Saint-Julien 2014,2014.0,4.2,799,14797,4.2,saint-julien,59.2,cabernet-sauvignon,45.1518,-0.747,33,33314005,26,1717.4,19.50322580645161,24.57096774193549,9.532258064516126,1.0,1.0,72.30000000000001,95.6,0.0,13.543333333333333,7.4990861465426235
Clos Saint Michel,Châteauneuf-du-Pape Rouge 2020,2020.0,4.2,166,4143,4.0,chateauneuf-du-pape,59.27,shiraz-syrah,44.0619,4.82833,84,84087001,57,2173.1500000000005,25.15806451612903,32.68387096774194,14.73064516129032,18.0,1.0,24.3,119.4,0.0,14.239999999999998,9.547965451317756
Paul Henri Thillardon,Moulin à Vent 2023,2023.0,4.0,438,438,4.0,moulin-a-vent,59.36,gamay,42.69469,0.15877,65,65388001,826,1509.35,19.361290322580647,26.86935483870968,13.06774193548387,5.0,6.0,127.0,138.60000000000002,1.0,10.596666666666668,18.54248896477284
Albert Grivault,Clos Blanc Pommard 1er Cru 2018,2018.0,4.1,30,774,4.0,pommard-premier-cru,59.38,pinot-noir,46.9512,4.7925,21,21590001,246,1758.75,22.2258064516129,28.574193548387097,12.319354838709675,4.0,3.0,63.0,80.1,0.0,13.146666666666667,12.160548219227389
Domaine de Chassorney,Saint-Romain 'Sous Roche' 2023,2023.0,4.1,1427,1427,4.1,saint-romain,59.39,pinot-noir,46.9724,4.7308,21,21527001,417,1487.0500000000002,20.0741935483871,26.325806451612902,11.911290322580648,2.0,6.0,30.6,201.89999999999998,4.0,8.886666666666665,4.845233454207835
Château Corton C,Pommard 2017,2017.0,4.3,115,115,4.3,pommard,59.4,pinot-noir,46.9513,4.7927,21,21590001,246,1461.55,20.466129032258067,26.679032258064517,11.533870967741935,0.0,5.0,74.9,47.900000000000006,0.0,10.510000000000002,12.14568650565303
Domaine Bruno Clair,Marsannay 'Les Longeroies' 2019,2019.0,4.1,47,1247,4.0,marsannay,59.43,pinot-noir,47.2871,4.9859,21,21473001,219,1543.6,22.24516129032258,28.9741935483871,13.490322580645165,4.0,3.0,35.3,130.0,2.0,10.386666666666667,8.019031751682617
Lucien Muzard & Fils,Santenay 1er Cru 'Clos de Tavannes' 2023,2023.0,4.1,333,333,4.1,santenay-clos-de-tavannes,59.5,pinot-noir,46.9125,4.6985,21,21527001,417,1487.0500000000002,20.0741935483871,26.325806451612902,11.911290322580648,2.0,6.0,30.6,201.89999999999998,4.0,8.886666666666665,4.821162200434394
Château Les Vimieres,Le Tronquéra Margaux 2017,2017.0,4.2,385,385,4.2,margaux,59.5,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1772.8000000000002,20.893548387096775,26.99516129032258,11.146774193548389,1.0,1.0,147.7,112.8,1.0,12.263333333333334,15.385442876263323
Château Lynch-Bages,Echo de Lynch-Bages Pauillac 2015,2015.0,4.1,933,12196,4.0,pauillac,59.5,cabernet-sauvignon,45.1912,-0.7518,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,3.539512955264097
Paul Jaboulet Aîné,Domaine de Saint Pierre Cornas 2017,2017.0,4.2,63,1440,4.1,cornas,59.5,shiraz-syrah,44.9434,4.8467,26,26313001,190,1883.1999999999998,23.309677419354838,30.25645161290323,13.061290322580644,10.0,2.0,46.5,27.0,0.0,12.050000000000002,7.81373751032275
Château Les Vimieres,Le Tronquéra Margaux 2019,2019.0,4.2,385,385,4.2,margaux,59.5,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1813.3,22.22903225806452,29.258064516129036,13.038709677419357,5.0,1.0,97.30000000000001,154.89999999999998,0.0,12.216666666666667,15.385442876263323
Château Les Vimieres,Le Tronquéra Margaux 2018,2018.0,4.2,385,385,4.2,margaux,59.5,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1914.7499999999998,22.388709677419357,29.398387096774194,13.203225806451611,5.0,2.0,81.10000000000001,109.2,0.0,13.913333333333332,15.385442876263323
Pères de l'Église,Le Calice de Saint Pierre Châteauneuf-du-Pape Rouge 2023,2023.0,4.3,134,2492,4.2,chateauneuf-du-pape,59.55,shiraz-syrah,44.0619,4.82833,84,84087001,57,2381.2,25.438709677419357,33.09032258064516,15.135483870967741,21.0,1.0,80.19999999999999,127.5,0.0,13.90666666666667,9.547965451317756
Domaine de Cambes,Bordeaux 2021,2021.0,4.3,25,2847,4.3,bordeaux,59.6,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,1853.0500000000002,21.00806451612903,26.466129032258067,9.896774193548387,1.0,0.0,186.0,98.90000000000002,0.0,13.5,1.5177606121134102
Domaine du Clos des Fées,Côtes-du-Roussillon Villages 2018,2018.0,3.8,34,401,3.8,cotes-du-roussillon-villages,59.73,shiraz-syrah,42.68333,2.68333,66,66029003,347,2234.65,25.187096774193552,30.61290322580646,9.967741935483868,6.0,1.0,32.699999999999996,224.49999999999997,0.0,14.063333333333334,10.678211921350604
Domaine du Coulet - Matthieu Barret,Brise Cailloux Cornas 2020,2020.0,4.1,515,3972,4.0,cornas,59.73,shiraz-syrah,44.9434,4.8467,26,26313001,190,1943.3000000000002,23.577419354838707,30.477419354838712,13.27741935483871,9.0,2.0,43.5,137.0,1.0,14.703333333333335,7.81373751032275
Alain Gras,Très Vieilles Vignes Auxey-Duresses 2023,2023.0,4.0,895,895,4.0,auxey-duresses,59.73,pinot-noir,46.955,4.777,21,21527001,417,1487.0500000000002,20.0741935483871,26.325806451612902,11.911290322580648,2.0,6.0,30.6,201.89999999999998,4.0,8.886666666666665,7.822679206937085
Pierre Girardin,Éclat de Calcaire Bourgogne Pinot Noir 2020,2020.0,4.2,241,1498,4.1,bourgogne,59.73,pinot-noir,47.05295,4.38374,21,21567001,396,1342.1,20.606451612903225,27.96935483870968,14.787096774193552,6.0,2.0,82.2,190.00000000000003,5.0,12.603333333333333,11.815029835794993
Domaine Anita,Coeur de Vigneronne Moulin-à-Vent 2023,2023.0,4.0,482,482,4.0,moulin-a-vent,59.77,gamay,42.69469,0.15877,65,65388001,826,1509.35,19.361290322580647,26.86935483870968,13.06774193548387,5.0,6.0,127.0,138.60000000000002,1.0,10.596666666666668,18.54248896477284
Olivier Guyot,Vieilles Vignes Marsannay 2022,2022.0,3.9,32,418,3.8,marsannay,59.77,pinot-noir,47.2871,4.9859,21,21231001,241,1767.6000000000001,22.943548387096776,30.26935483870968,14.780645161290321,5.0,1.0,141.6,154.69999999999993,3.0,10.806666666666667,4.504051830726
Georges Lignier et Fils,Morey-Saint-Denis 1er Cru 'Clos des Ormes' 2021,2021.0,4.1,2101,2101,4.1,morey-saint-denis-clos-des-ormes,59.8,pinot-noir,47.2045,4.9507,21,21473001,219,1271.65,19.0258064516129,24.488709677419354,10.582258064516129,0.0,4.0,49.9,127.9,5.0,9.249999999999998,12.552683107307901
Jean Fournier,Trois Terres Vieilles Vignes 2020,2020.0,3.9,372,372,3.9,marsannay,59.9,pinot-noir,47.2871,4.9859,21,21473001,219,1623.5500000000002,22.554838709677423,29.01290322580645,13.156451612903227,9.0,2.0,54.9,200.1,3.0,13.55,8.019031751682617
Justin Girardin,Chassagne-Montrachet Premier Cru 'Morgeot' Rouge 2021,2021.0,4.1,135,135,4.1,chassagne-montrachet-premier-cru,59.9,pinot-noir,46.925,4.744,21,21527001,417,1048.55,17.719354838709677,23.037096774193543,10.027419354838708,0.0,4.0,103.70000000000002,204.49999999999997,8.0,8.176666666666668,6.1314420076548
Yves Cuilleron,Côte-Rôtie Bassenon 2023,2023.0,4.2,1864,1864,4.2,cote-rotie,59.9,shiraz-syrah,45.48118,4.79933,69,69141001,343,1943.4499999999998,22.861290322580647,31.04032258064516,15.214516129032257,17.0,2.0,122.3,141.49999999999997,2.0,10.850000000000001,17.75583957862759
Mann,Chemin de Pierre Pinot Noir 2023,2023.0,4.2,101,101,4.2,alsace,59.9,pinot-noir,48.23288,7.2499,68,68028001,309,1749.0,20.959016393442628,26.041935483870965,9.601612903225808,2.0,5.0,42.5,107.5,0.0,9.776666666666669,7.340981824375837
Domaine Parigot,Pommard 1er Cru 'Les Charmots' 2021,2021.0,4.1,26,377,4.2,les-charmots,59.9,pinot-noir,46.951,4.789,21,21527001,417,1048.55,17.719354838709677,23.037096774193543,10.027419354838708,0.0,4.0,103.70000000000002,204.49999999999997,8.0,8.176666666666668,8.730462273297425
Château Pichon Longueville Comtesse de Lalande,Réserve (de la Comtesse) Pauillac 2011,2011.0,4.1,2374,25685,4.1,pauillac,59.9,cabernet-sauvignon,45.1912,-0.7518,33,33314003,19,1905.75,20.19838709677419,26.283870967741937,10.837096774193546,1.0,3.0,29.5,63.5,0.0,16.506666666666668,1.8068735788744228
Domaine Raymond Usseglio & Fils,Cuvée Impériale Châteauneuf-du-Pape 2019,2019.0,4.3,336,2412,4.3,chateauneuf-du-pape,59.9,shiraz-syrah,44.0619,4.82833,84,84087001,57,2235.3,25.7,33.32096774193548,14.656451612903227,21.0,0.0,20.0,183.6,0.0,12.743333333333334,9.547965451317756
Château de Rouanne,Les Côtes Vinsobres 2020,2020.0,3.9,67,67,3.9,vinsobres,59.95,shiraz-syrah,42.3846,2.59921,66,66194002,700,1507.9999999999998,20.637096774193548,27.246774193548386,11.695161290322583,3.0,6.0,157.59999999999997,170.1,0.0,11.726666666666667,3.796762073472509
Bachelet-Monnot,Maranges 1er Cru 'Clos de la Boutière' 2020,2020.0,4.1,79,1532,4.1,maranges-clos-de-la-boutiere,59.95,pinot-noir,46.908,4.714,21,21527001,417,1347.3000000000002,20.77741935483871,27.38225806451613,13.387096774193546,3.0,1.0,97.00000000000001,274.9,3.0,12.244827586206897,5.80602352382663
Château de Rouanne,Vinsobres 2020,2020.0,3.9,309,2305,3.9,vinsobres,59.95,shiraz-syrah,42.3846,2.59921,66,66194002,700,1507.9999999999998,20.637096774193548,27.246774193548386,11.695161290322583,3.0,6.0,157.59999999999997,170.1,0.0,11.726666666666667,3.796762073472509
Domaine Henri & Gilles Buisson,Auxey-Duresses 1er Cru 'Les Écusseaux' 2021,2021.0,4.0,163,163,4.0,auxey-duresses-les-ecusseaux,60.0,pinot-noir,46.957,4.765,21,21527001,417,1048.55,17.719354838709677,23.037096774193543,10.027419354838708,0.0,4.0,103.70000000000002,204.49999999999997,8.0,8.176666666666668,6.924906614428471
Domaine Nicolas Rossignol,Pommard 'Les Noizons' 2017,2017.0,4.2,76,241,4.2,pommard,60.0,pinot-noir,46.9513,4.7927,21,21590001,246,1461.55,20.466129032258067,26.679032258064517,11.533870967741935,0.0,5.0,74.9,47.900000000000006,0.0,10.510000000000002,12.14568650565303
Louis Chèze,Bellissima Côte-Rôtie 2022,2022.0,3.9,29,709,4.2,cote-rotie,60.0,shiraz-syrah,45.48118,4.79933,69,69141001,343,2047.85,24.10645161290322,32.380645161290325,16.56451612903226,16.0,3.0,85.69999999999999,114.6,5.0,11.44333333333333,17.75583957862759
Domaine des Héritiers Louis Jadot,Beaune 1er Cru Clos des Couchereaux 2018,2018.0,4.2,42,1378,4.0,beaune-premier-cru,60.0,pinot-noir,47.0248,4.8413,21,21590001,246,1758.75,22.2258064516129,28.574193548387097,12.319354838709675,4.0,3.0,63.0,80.1,0.0,13.146666666666667,3.523841826295142
Domaine Christophe Pichon,Promesse Côte-Rotie 2021,2021.0,4.0,33,1417,4.2,cote-rotie,60.0,shiraz-syrah,45.48118,4.79933,69,69141001,343,1470.95,19.85483870967742,26.38387096774193,12.159677419354837,0.0,7.0,55.7,193.70000000000002,7.0,9.866666666666665,17.75583957862759
Dard & Ribo,C'est Le Printemps Crozes-Hermitage 2022,2022.0,4.0,72,1175,3.9,crozes-hermitage,60.0,shiraz-syrah,45.08965,4.83012,26,26179001,153,2298.6499999999996,25.374193548387094,32.764516129032266,14.82258064516129,17.0,3.0,88.10000000000001,249.39999999999998,1.0,12.833333333333334,5.437591797229127
Henri Naudin-Ferrand,Myosotis Arvensis 2022,2022.0,4.2,33,1031,4.1,bourgogne-hautes-cotes-de-nuits,60.0,pinot-noir,47.07012,4.89234,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,4.486968850892114
Delas,Domaine des Tourettes Hermitage Rouge 2013,2013.0,4.3,360,4838,4.3,hermitage,60.0,shiraz-syrah,45.0616,4.8472,26,26179001,153,1680.1499999999999,22.54354838709677,29.683870967741942,13.899999999999999,3.0,5.0,7.5,350.0,1.0,11.566666666666666,2.871917538456766
Château Cantenac Brown,BriO de Cantenac Brown Margaux 2015,2015.0,4.1,1213,9433,4.0,margaux,60.0,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1702.7,21.43870967741935,28.154838709677414,12.279032258064516,2.0,4.0,37.20000000000001,119.39999999999999,0.0,13.79,15.385442876263323
Vincent Girardin,Les Vieilles Vignes Pommard 2018,2018.0,4.2,75,1450,4.1,pommard,60.0,pinot-noir,46.9513,4.7927,21,21590001,246,1758.75,22.2258064516129,28.574193548387097,12.319354838709675,4.0,3.0,63.0,80.1,0.0,13.146666666666667,12.14568650565303
Héritage du Pic Saint Loup,Guilhem Gaucelm 2017,2017.0,4.0,60,780,4.1,pic-saint-loup,60.0,shiraz-syrah,43.8,3.85,34,34217001,69,2028.15,24.05483870967742,31.620967741935484,14.991935483870968,7.0,1.0,49.800000000000004,47.5,1.0,13.326666666666663,9.179077098140548
Domaine Parigot,Pommard 'Les Vignots' 2018,2018.0,4.2,43,331,4.1,pommard,60.0,pinot-noir,46.9513,4.7927,21,21590001,246,1758.75,22.2258064516129,28.574193548387097,12.319354838709675,4.0,3.0,63.0,80.1,0.0,13.146666666666667,12.14568650565303
Jean Noël Gagnard,Chassagne-Montrachet 1er Cru 'Clos Saint-Jean' 2020,2020.0,4.2,129,129,4.2,chassagne-montrachet-chassagne-du-clos-saint-jean,60.0,pinot-noir,46.9253,4.7438,21,21527001,417,1347.3000000000002,20.77741935483871,27.38225806451613,13.387096774193546,3.0,1.0,97.00000000000001,274.9,3.0,12.244827586206897,6.101668733323876
Roc d'Anglade,Rouge 2017,2017.0,4.0,151,2883,4.0,gard,60.0,shiraz-syrah,43.83333,4.41667,13,13108004,15,2233.9,24.67592592592593,31.253225806451617,12.425806451612903,6.0,0.0,14.3,4.6000000000000005,0.0,14.35,17.93171933896201
Domaine Chanson,Beaune Premier Cru Les Grèves 2020,2020.0,4.1,418,418,4.1,beaune-les-greves,60.0,pinot-noir,47.0258,4.8441,21,21590001,246,1631.3999999999999,22.05806451612903,28.509677419354837,12.73064516129032,7.0,2.0,59.6,200.39999999999995,0.0,13.92333333333333,3.441518591724004
Domaine Les Mille Vignes,Atsuko 2017,2017.0,4.1,32,350,4.1,fitou,60.0,grenache-noir,42.91667,2.95,11,11202001,42,2137.45,23.20967741935484,27.08225806451613,6.880645161290322,2.0,0.0,12.599999999999998,57.8,0.0,14.680000000000003,8.930771487114528
Domaine Bernard Moreau et Fils,Chassagne-Montrachet Vieilles Vignes 2021,2021.0,4.2,43,2094,4.2,chassagne-montrachet,60.0,pinot-noir,46.9354,4.7516,21,21527001,417,1048.55,17.719354838709677,23.037096774193543,10.027419354838708,0.0,4.0,103.70000000000002,204.49999999999997,8.0,8.176666666666668,6.190210864719865
Domaine Les Mille Vignes,Les Vendangeurs de La Violette 2017,2017.0,4.0,164,164,4.0,fitou,60.0,shiraz-syrah,42.91667,2.95,11,11202001,42,2137.45,23.20967741935484,27.08225806451613,6.880645161290322,2.0,0.0,12.599999999999998,57.8,0.0,14.680000000000003,8.930771487114528
Domaine Christophe Pichon,Promesse Côte-Rotie 2022,2022.0,4.2,1417,1417,4.2,cote-rotie,60.0,shiraz-syrah,45.48118,4.79933,69,69141001,343,2047.85,24.10645161290322,32.380645161290325,16.56451612903226,16.0,3.0,85.69999999999999,114.6,5.0,11.44333333333333,17.75583957862759
Guillaume Baduel,Pommard 1er Cru 'Les Saussilles' 2019,2019.0,4.2,104,104,4.2,les-saussilles,60.0,pinot-noir,46.9515,4.791,21,21527001,417,1271.65,20.52258064516129,27.39193548387097,13.822580645161292,2.0,3.0,70.80000000000001,150.60000000000005,4.0,9.056666666666667,8.881329889268008
Domaine Santa Duc,Gigondas Les Hautes Garrigues 2019,2019.0,4.2,102,1036,4.2,gigondas,60.0,shiraz-syrah,44.15432,4.8421,84,84087001,57,2235.3,25.7,33.32096774193548,14.656451612903227,21.0,0.0,20.0,183.6,0.0,12.743333333333334,1.8617750586841866
Domaine Lebreuil,Aloxe Corton 'Les Boutières' 2022,2022.0,3.9,211,211,3.9,aloxe-corton,60.0,pinot-noir,47.0546,4.8647,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,2.1323926910397883
Château La Cabanne,Pomerol 2010,2010.0,4.1,358,6899,4.0,pomerol,60.0,cabernet-sauvignon,44.9334,-0.2015,33,33394002,38,1584.9499999999998,21.051612903225806,28.064516129032253,13.827419354838712,3.0,1.0,64.7,129.2,0.0,13.623333333333333,2.046980980595483
Domaine Les Mille Vignes,Dennis Royal 2017,2017.0,4.0,132,132,4.0,fitou,60.0,shiraz-syrah,42.91667,2.95,11,11202001,42,2137.45,23.20967741935484,27.08225806451613,6.880645161290322,2.0,0.0,12.599999999999998,57.8,0.0,14.680000000000003,8.930771487114528
Mas del Périé - Fabien Jouves,Amphore 2022,2022.0,3.9,744,744,3.9,cahors,60.0,malbec,44.44889,1.44,46,46197002,260,2257.2,25.017741935483873,33.9741935483871,17.188709677419357,28.0,0.0,59.20000000000001,97.2,4.0,11.846666666666666,8.373839273353473
Sylvie Augereau,Les Manquants 2021,2021.0,4.0,145,145,4.0,anjou,60.01,cabernet-franc,47.35,-0.5,49,49022001,78,1424.35,18.770967741935475,25.10483870967742,11.40967741935484,0.0,2.0,87.60000000000002,96.49999999999999,5.0,10.413333333333334,8.7597842436692
Nicolas Réau,L'Enfant Terrible Rouge 2022,2022.0,3.9,185,185,3.9,anjou,60.01,cabernet-franc,47.35,-0.5,49,49022001,78,1883.5500000000002,22.88225806451613,31.025806451612905,15.79838709677419,10.0,2.0,58.7,109.30000000000001,4.0,11.786666666666667,8.7597842436692
Paul Jaboulet Aîné,Domaine de Saint Pierre Cornas 2019,2019.0,4.1,1440,1440,4.1,cornas,60.08,shiraz-syrah,44.9434,4.8467,26,26313001,190,1885.8000000000002,23.6758064516129,30.588709677419356,13.533870967741938,7.0,2.0,82.0,204.5,0.0,11.746666666666668,7.81373751032275
Bitouzet-Prieur,Volnay 1er Cru 'Taille Pieds' 2020,2020.0,4.1,272,272,4.1,volnay-taille-pieds,60.1,pinot-noir,46.94623,4.76551,21,21527001,417,1347.3000000000002,20.77741935483871,27.38225806451613,13.387096774193546,3.0,1.0,97.00000000000001,274.9,3.0,12.244827586206897,6.981113220817293
Château du Tertre,Les Hauts du Tertre Margaux 2022,2022.0,4.0,7128,7128,4.0,margaux,60.23,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,2152.95,23.811475409836067,31.193548387096776,14.404838709677419,16.0,1.0,114.60000000000001,93.10000000000001,2.0,12.303333333333335,15.385442876263323
Domaine Lafage,Les Onze Terrasses 2018,2018.0,4.5,40,324,4.5,cotes-du-roussillon,60.26,shiraz-syrah,42.68861,2.89472,66,66136001,42,2456.6500000000005,26.60322580645161,31.948387096774194,10.288709677419353,8.0,2.0,34.3,337.29999999999995,0.0,14.919999999999998,5.6877095625503085
Château Kirwan,K de Kirwan Margaux 2016,2016.0,4.0,161,738,3.9,margaux,60.28,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1639.25,21.232258064516124,28.087096774193547,12.950000000000001,7.0,0.0,83.60000000000001,69.20000000000003,0.0,11.326666666666666,15.385442876263323
Pierrick Bouley,Monthélie 'Aux Fournereaux' 2022,2022.0,4.0,37,37,4.0,monthelie,60.3,pinot-noir,46.9596,4.7723,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,7.5023409754732455
Château de Nalys,Châteauneuf-du-Pape Rouge 2019,2019.0,4.2,253,6961,4.1,chateauneuf-du-pape,60.3,shiraz-syrah,44.0619,4.82833,84,84087001,57,2235.3,25.7,33.32096774193548,14.656451612903227,21.0,0.0,20.0,183.6,0.0,12.743333333333334,9.547965451317756
Château Gruaud Larose,Saint-Julien (Grand Cru Classé) 2024,2024.0,4.3,38313,38313,4.3,saint-julien,60.48,cabernet-sauvignon,45.1518,-0.747,33,33314005,26,1711.7999999999997,21.301612903225806,27.308064516129033,11.02741935483871,2.0,0.0,54.60000000000001,195.4,0.0,13.333333333333334,7.4990861465426235
E. Guigal,Côte-Rôtie Brune & Blonde de Guigal 2021,2021.0,4.0,100,25273,4.2,cote-rotie,60.5,shiraz-syrah,45.48118,4.79933,69,69141001,343,1470.95,19.85483870967742,26.38387096774193,12.159677419354837,0.0,7.0,55.7,193.70000000000002,7.0,9.866666666666665,17.75583957862759
Sébastien Magnien,Pommard 'Les Petits Noizons' 2015,2015.0,4.0,51,427,4.0,pommard,60.5,pinot-noir,46.9513,4.7927,21,21590001,246,1549.5,22.28870967741935,28.975806451612904,12.887096774193548,10.0,3.0,57.2,175.10000000000002,0.0,12.199999999999998,12.14568650565303
Domaine Maldant Pauvelot,Savigny-lès-Beaune 1er Cru 'Aux Gravains' Rouge 2019,2019.0,4.3,154,154,4.3,savigny-les-beaune-aux-gravains,60.69,pinot-noir,47.0588,4.8278,21,21590001,246,1534.2999999999997,21.89166666666667,28.288709677419355,12.741935483870968,3.0,5.0,63.99999999999999,133.49999999999997,3.0,10.506666666666668,0.7255575950334335
Dominique Lafon,Beaune 1er Cru 'Les Épenottes' 2017,2017.0,4.1,42,267,4.1,beaune-les-epenotes,60.7,pinot-noir,47.0156,4.8376,21,21590001,246,1461.55,20.466129032258067,26.679032258064517,11.533870967741935,0.0,5.0,74.9,47.900000000000006,0.0,10.510000000000002,4.529854804476363
Domaine Jean Chauvenet,Les Damodes Nuits-Saint-Georges 1er Cru 2016,2016.0,4.2,175,175,4.2,nuits-saint-georges-les-damodes,60.72,pinot-noir,47.153,4.943,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,13.427861840644733
Château de Nages,VOX Rouge 2019,2019.0,4.0,191,191,4.0,costieres-de-nimes,60.8,shiraz-syrah,43.75,4.41667,13,13108004,15,2288.95,25.7241935483871,32.40483870967742,12.711290322580645,11.0,1.0,11.4,179.8,0.0,13.219999999999999,20.016129946736868
Château Ducru-Beaucaillou,Croix de Beaucaillou Saint-Julien 2012,2012.0,4.2,1291,14797,4.2,saint-julien,60.8,cabernet-sauvignon,45.1518,-0.747,33,33314003,19,1693.95,20.700000000000006,27.477419354838712,12.475806451612904,5.0,0.0,67.0,177.5,0.0,10.696666666666664,2.5904225880134484
Christian Gavignet-Béthanie et Filles,Nuits-Saint-Georges 1er Cru 'Aux Damodes' 2023,2023.0,4.0,115,115,4.0,nuits-saint-georges-les-damodes,60.8,pinot-noir,47.153,4.943,21,21564001,203,1662.1999999999998,21.09032258064516,28.488709677419354,13.864516129032257,8.0,3.0,40.400000000000006,191.2,5.0,9.610000000000001,10.354186477957613
Frederic Mabileau,Eclipse 2017,2017.0,4.1,191,191,4.1,saint-nicolas-de-bourgueil,60.83,cabernet-franc,47.3,0.1,37,37228001,44,1503.0,20.20483870967742,26.361290322580647,11.811290322580648,3.0,4.0,58.6,78.8,2.0,10.826666666666664,1.2591220898352922
