Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude,dept,station,altitude,GDD,TM_summer,TX_summer,temp_amp_summer,hot_days,rainy_days_summer,rain_June,rain_SepOct,frost_days_Apr,avg_TM_Apr,dist_km
Les Jamelles,Grenache Rouge 2023,2023.0,3.8,1186,1186,3.8,vin-de-pays-doc,7.5,grenache-noir,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Domaine de Gournier,Demain...! Syrah 2022,2022.0,3.8,69,69,3.8,cevennes,7.5,shiraz-syrah,44.1,3.75,34,34174002,252,2516.35,26.63709677419355,35.94677419354839,17.79032258064516,40.0,4.0,37.1,146.3,1.0,13.163333333333332,16.90238529500732
Domaine Piquemal,Pierre Côtes Catalanes 2022,2022.0,3.8,27,27,3.8,cotes-catalanes,7.5,shiraz-syrah,42.625,2.5,66,66074002,321,2158.1,24.672580645161286,32.37096774193549,16.077419354838707,11.0,1.0,10.6,33.400000000000006,3.0,12.336666666666666,4.428144082308414
Gérard Bertrand,Autrement Merlot 2023,2023.0,3.4,1251,1251,3.4,vin-de-pays-doc,7.5,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Marrenon,Classique Luberon 2021,2021.0,3.7,62,2629,3.4,luberon,7.5,shiraz-syrah,43.8,5.3,84,84026003,152,1912.25,23.399999999999995,31.493548387096777,15.556451612903228,13.0,1.0,1.6,189.6,3.0,10.916666666666664,9.978704291791564
Yvon Mau,Best Bordeaux Quality 2015,2015.0,3.1,136,162,3.1,bordeaux,7.5,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,1860.2,22.380645161290325,28.89032258064516,11.95483870967742,4.0,6.0,34.0,71.5,0.0,14.29,5.317701561530501
Gérard Bertrand,Autrement Cabernet Sauvignon 2023,2023.0,3.4,1145,1145,3.4,vin-de-pays-doc,7.5,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Domaine la Colombette,Plume Syrah - Grenache 2023,2023.0,3.3,292,292,3.3,vin-de-pays-doc,7.5,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Domaine Piquemal,Justin Côtes Catalanes 2023,2023.0,3.4,119,119,3.4,cotes-catalanes,7.5,shiraz-syrah,42.625,2.5,66,66074002,321,2079.75,23.9,31.004838709677415,14.311290322580643,8.0,1.0,48.50000000000001,43.7,0.0,14.096666666666668,4.428144082308414
Jerome Quiot,Côtes du Rhône 2020,2020.0,3.6,25,364,3.5,cotes-du-rhone,7.5,shiraz-syrah,44.25,4.63333,84,84064001,46,2127.4500000000003,24.562903225806455,33.346774193548384,16.47741935483871,23.0,1.0,66.4,163.8,0.0,14.093333333333337,8.084706772366594
Les Jamelles,Malbec 2023,2023.0,3.9,33,4001,4.0,vin-de-pays-doc,7.55,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Château Chillac,Bordeaux 2017,2017.0,3.3,45,413,3.5,bordeaux,7.56,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,1910.75,21.66290322580645,27.624193548387098,10.87258064516129,3.0,1.0,132.0,99.0,0.0,13.140000000000002,5.317701561530501
Chateau Amanieu d'Albret,L'Initial Bordeaux 2022,2022.0,3.7,74,74,3.7,bordeaux,7.6,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2421.0999999999995,25.029032258064518,32.291935483870965,13.583870967741936,17.0,1.0,110.8,82.39999999999999,0.0,13.3,1.5177606121134102
Les Jamelles,Cabernet Sauvignon 2023,2023.0,3.8,28,5257,3.6,vin-de-pays-doc,7.6,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Robert Perroud,Beaujolais Nouveau Nature 2024,2024.0,3.5,27,27,3.5,beaujolais-nouveau,7.6,gamay,46.1,4.7,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,4.726068449274317
Les Vignerons du Sommiérois,Cuvée Prestige Rouge 2023,2023.0,3.6,51,51,3.6,vin-de-pays-doc,7.6,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Château de Sauvage,Cuvée Charlet Graves 2020,2020.0,4.0,69,69,4.0,graves,7.65,cabernet-sauvignon,44.6,-0.4,33,33504001,65,1887.1000000000001,22.072580645161292,29.193548387096772,13.025806451612903,9.0,1.0,91.5,245.5,0.0,14.796666666666665,8.479655258174086
Dom Brial,El Cami Sans Sulfites 2022,2022.0,3.7,130,130,3.7,cotes-catalanes,7.67,shiraz-syrah,42.625,2.5,66,66074002,321,2158.1,24.672580645161286,32.37096774193549,16.077419354838707,11.0,1.0,10.6,33.400000000000006,3.0,12.336666666666666,4.428144082308414
Gourmet Pere & Fils,Côte de Boeuf Syrah - Marselan 2023,2023.0,3.9,52,6000,4.0,languedoc-roussillon,7.7,shiraz-syrah,43.6,3.38333,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,8.985537989478411
Château La Mahele,Bordeaux 2019,2019.0,3.0,255,255,3.0,bordeaux,7.7,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2048.5,23.52096774193548,29.924193548387098,11.646774193548385,6.0,2.0,102.9,146.6,0.0,13.340000000000002,1.5177606121134102
Les Jamelles,Cabernet Sauvignon 2022,2022.0,3.7,101,5257,3.6,vin-de-pays-doc,7.75,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
Château l'Escadre,Tradition Blaye Côtes de Bordeaux 2018,2018.0,3.6,400,400,3.6,blaye-cotes-de-bordeaux,7.76,cabernet-sauvignon,45.13333,-0.66667,33,33314005,26,1906.8000000000002,22.34516129032258,28.512903225806454,11.679032258064517,5.0,5.0,41.4,66.7,0.0,13.886666666666667,12.807928861307474
Château de Nouvelles,Mas La Borde Fitou 2024,2024.0,3.7,341,342,3.7,fitou,7.79,shiraz-syrah,42.91667,2.95,11,11144001,9,2400.45,25.893548387096775,30.970967741935485,9.209677419354838,9.0,1.0,20.6,129.4,0.0,14.963333333333333,4.463310923262356
Château de Nouvelles,Marselan 2024,2024.0,3.6,58,58,3.6,fitou,7.79,shiraz-syrah,42.91667,2.95,11,11144001,9,2400.45,25.893548387096775,30.970967741935485,9.209677419354838,9.0,1.0,20.6,129.4,0.0,14.963333333333333,4.463310923262356
Château Haut Rian,Côtes de Bordeaux Rouge 2020,2020.0,3.5,1287,1287,3.5,cotes-de-bordeaux,7.8,cabernet-sauvignon,44.75,-0.31667,33,33482001,82,1843.0500000000004,22.08870967741936,29.21451612903226,13.437096774193547,8.0,1.0,63.1,189.70000000000002,0.0,14.796666666666665,17.193446440008092
M. Chapoutier,Marius Grenache - Syrah 2023,2023.0,3.6,116,16262,3.6,vin-de-pays-doc,7.8,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Jeff Carrel,Les Darons Rouge 2023,2023.0,4.0,114,22110,3.8,languedoc,7.8,shiraz-syrah,43.6,3.88333,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,7.066634340757541
Château Nuit des Dames,Côtes du Rhône Rouge 2024,2024.0,3.4,552,552,3.4,cotes-du-rhone,7.88,shiraz-syrah,44.25,4.63333,84,84064001,46,2133.5,24.95645161290323,32.770967741935486,14.670967741935488,20.0,3.0,48.099999999999994,208.29999999999995,0.0,13.44,8.084706772366594
Paul Jaboulet Aîné,Côtes du Ventoux Les Traverses Rouge 2022,2022.0,3.8,68,3302,3.6,cotes-du-ventoux,7.89,shiraz-syrah,44.16667,5.25,84,84015002,1445,1132.7,19.154838709677417,25.14032258064517,10.662903225806453,0.0,2.0,61.699999999999996,236.1,7.0,5.290000000000001,1.6244303325881504
Domaine du Clos Roca,L'Heureux Elu 2024,2024.0,3.8,27,27,3.8,pays-dherault,7.9,grenache-noir,43.56667,3.41667,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,9.709139396092093
Deprade Jorda,Le Petit Innocent 2023,2023.0,3.6,56,56,3.6,languedoc-roussillon,7.9,shiraz-syrah,43.6,3.38333,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,8.985537989478411
Château Perillas de Michaud,Médoc 2020,2020.0,3.8,538,538,3.8,medoc,7.9,cabernet-sauvignon,45.26667,-0.78333,33,33314005,26,1817.25,21.604838709677423,27.846774193548388,11.603225806451617,5.0,4.0,70.3,236.29999999999998,0.0,14.943333333333332,5.819738971414372
Massillan,Sous le Charme 2021,2021.0,3.4,31,31,3.4,saint-guilhem-le-desert,7.9,shiraz-syrah,43.73333,3.55,34,34239002,86,2009.6999999999998,23.64193548387097,30.39677419354838,13.356451612903225,9.0,3.0,34.300000000000004,91.3,3.0,12.040000000000001,8.404538782338811
Gérard Bertrand,6ème Sens Rouge 2023,2023.0,3.5,42,3304,3.4,vin-de-pays-doc,7.9,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Robert Giraud,Bordeaux Château Haut-Fourat 2019,2019.0,3.4,1134,1134,3.4,bordeaux,7.9,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2048.5,23.52096774193548,29.924193548387098,11.646774193548385,6.0,2.0,102.9,146.6,0.0,13.340000000000002,1.5177606121134102
Domaine Garnier,Valençay Prestige 2023,2023.0,3.7,54,54,3.7,valencay,7.9,cabernet-sauvignon,47.15,1.56667,37,37023002,126,1679.0,20.174193548387095,26.145161290322577,11.561290322580641,1.0,2.0,26.200000000000003,149.0,1.0,10.583333333333334,27.008475262366616
La Tour Penedesses,Les Crêtes Pézenas Coteaux du Languedoc 2021,2021.0,3.5,329,329,3.5,pezenas,7.9,shiraz-syrah,43.46667,3.41667,34,34311001,40,2085.65,23.758064516129036,30.285483870967745,12.654838709677419,5.0,3.0,26.3,85.3,1.0,12.259999999999998,3.4841993818517434
Jeff Carrel,Le Fiston Terres du Midi 2023,2023.0,3.6,562,562,3.6,languedoc,7.9,shiraz-syrah,43.6,3.88333,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,7.066634340757541
Rex Mundi,Shiraz - Grenache 2023,2023.0,3.8,163,7270,3.9,vin-de-pays-doc,7.95,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Domaine de la Baume,Merlot Grand Châtaignier 2023,2023.0,3.7,152,4000,3.6,languedoc-roussillon,7.99,shiraz-syrah,43.6,3.38333,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,8.985537989478411
Château Barrail,Château Guion Barrail Cuvée Prestige Bordeaux 2020,2020.0,3.4,207,873,3.4,bordeaux,7.99,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2091.3999999999996,23.14677419354839,29.612903225806456,11.746774193548386,7.0,2.0,51.2,209.49999999999997,0.0,15.95,1.5177606121134102
Domaine de la Baume,Cabernet Sauvignon Les Thermes 2024,2024.0,3.7,4640,4640,3.7,languedoc-roussillon,7.99,shiraz-syrah,43.6,3.38333,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,8.985537989478411
Domaine de la Baume,Syrah La Jeunesse 2023,2023.0,3.7,106,6382,3.7,languedoc-roussillon,7.99,shiraz-syrah,43.6,3.38333,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,8.985537989478411
Domaine Lafage,Les Sardines Catalanes Rouge 2023,2023.0,3.8,72,72,3.8,cotes-catalanes,7.99,shiraz-syrah,42.625,2.5,66,66074002,321,2079.75,23.9,31.004838709677415,14.311290322580643,8.0,1.0,48.50000000000001,43.7,0.0,14.096666666666668,4.428144082308414
Domaine de la Baume,Saint-Geniès Petit Verdot 2022,2022.0,3.8,47,552,3.8,languedoc-roussillon,7.99,shiraz-syrah,43.6,3.38333,34,34319001,122,2560.9000000000005,26.817741935483873,34.28709677419355,14.403225806451614,23.0,3.0,29.500000000000004,74.70000000000002,0.0,13.973333333333333,8.985537989478411
Château Réal,Haut Médoc 2018,2018.0,3.6,510,511,3.6,haut-medoc,8.0,cabernet-sauvignon,45.2,-0.76667,33,33314005,26,1906.8000000000002,22.34516129032258,28.512903225806454,11.679032258064517,5.0,5.0,41.4,66.7,0.0,13.886666666666667,2.035540273837088
Château Réal,Haut Médoc 2017,2017.0,3.8,79,511,3.6,haut-medoc,8.0,cabernet-sauvignon,45.2,-0.76667,33,33314005,26,1764.3500000000004,20.830508474576266,26.333870967741934,10.258064516129034,1.0,0.0,111.1,96.4,0.0,12.76333333333333,2.035540273837088
Domaine Les Prunelles,Les Prunelles de Montblanc Classique Rouge 2022,2022.0,3.7,149,149,3.7,languedoc,8.0,shiraz-syrah,43.6,3.88333,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,7.066634340757541
Château Canet,Domaine Canet Syrah 2023,2023.0,3.8,92,93,3.8,vin-de-pays-doc,8.0,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Château de Sauvage,Cuvée Charlet Graves 2018,2018.0,4.0,69,69,4.0,graves,8.0,cabernet-sauvignon,44.6,-0.4,33,33504001,65,1954.75,22.598387096774196,29.42096774193548,12.816129032258061,5.0,5.0,128.5,87.0,0.0,13.94,8.479655258174086
Badet Clement,Oraison Côtes du Rhône 2022,2022.0,3.5,720,721,3.5,cotes-du-rhone,8.0,shiraz-syrah,44.25,4.63333,84,84064001,46,2491.05,26.45806451612904,35.03548387096774,16.440322580645162,34.0,1.0,16.4,324.0,0.0,13.426666666666668,8.084706772366594
Famille Jean-Pierre  Rambier - Domaine Haut-Lirou,S Syrah 2024,2024.0,3.7,109,109,3.7,vin-de-pays-doc,8.0,shiraz-syrah,43.61194,3.87722,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,8.088056969397064
Pierrick Harang,Le Bio Balthazar Minervois Syrah - Grenache Noir 2021,2021.0,3.7,73,955,3.4,minervois,8.0,shiraz-syrah,43.3,2.6,34,34302001,137,2063.3,23.545161290322582,29.975806451612907,12.55483870967742,8.0,1.0,38.0,91.69999999999999,0.0,12.606666666666666,6.7578043402459445
Château Boisson,Bordeaux rouge 2019,2019.0,3.7,79,79,3.7,bordeaux,8.0,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2048.5,23.52096774193548,29.924193548387098,11.646774193548385,6.0,2.0,102.9,146.6,0.0,13.340000000000002,1.5177606121134102
Mas Cremat,Tamarius 2022,2022.0,3.5,527,527,3.5,cotes-catalanes,8.0,shiraz-syrah,42.625,2.5,66,66074002,321,2158.1,24.672580645161286,32.37096774193549,16.077419354838707,11.0,1.0,10.6,33.400000000000006,3.0,12.336666666666666,4.428144082308414
Parcé Frères,Zoé 2024,2024.0,3.4,73,73,3.4,cotes-du-roussillon-villages,8.0,shiraz-syrah,42.68333,2.68333,66,66088003,158,2140.2,24.99838709677419,31.622580645161293,12.89032258064516,9.0,1.0,24.5,194.0,0.0,14.433333333333332,6.228951314553339
Clos del Rey,Baby del Rey 2022,2022.0,3.7,91,91,3.7,cotes-du-roussillon-villages,8.0,shiraz-syrah,42.68333,2.68333,66,66088003,158,2460.95,26.251612903225805,32.717741935483865,13.138709677419357,13.0,1.0,14.5,31.199999999999996,1.0,13.600000000000001,6.228951314553339
Calvet,Minervois 2020,2020.0,3.4,46,405,3.3,minervois,8.0,shiraz-syrah,43.3,2.6,34,34302001,137,2149.1000000000004,24.61774193548387,31.348387096774193,12.679032258064519,9.0,1.0,31.7,93.00000000000001,0.0,14.446666666666667,6.7578043402459445
Lavau,Côtes du Rhône 2022,2022.0,3.7,1583,1584,3.7,cotes-du-rhone,8.0,shiraz-syrah,44.25,4.63333,84,84064001,46,2491.05,26.45806451612904,35.03548387096774,16.440322580645162,34.0,1.0,16.4,324.0,0.0,13.426666666666668,8.084706772366594
Calvet,Merlot - Cabernet Sauvignon Bordeaux 2021,2021.0,3.5,190,12536,3.4,bordeaux,8.09,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,1853.0500000000002,21.00806451612903,26.466129032258067,9.896774193548387,1.0,0.0,186.0,98.90000000000002,0.0,13.5,1.5177606121134102
Cave Les Coteaux de Visan,Grande Réserve Bio Côtes-du-Rhône-Villages 'Visan' 2017,2017.0,3.6,27,45,3.8,cotes-du-rhone-villages-visan,8.1,shiraz-syrah,44.33333,4.96667,84,84150001,141,2039.7500000000002,24.229032258064517,31.859677419354842,14.674193548387098,12.0,0.0,42.199999999999996,17.9,0.0,13.316666666666668,4.879221142151074
Saint Marc,Domaine des Vignes Longues Ventoux 2017,2017.0,3.6,71,71,3.6,cotes-du-ventoux,8.1,shiraz-syrah,44.16667,5.25,26,26188001,280,1762.8500000000001,23.495161290322578,31.269354838709674,15.925806451612903,9.0,2.0,51.5,17.0,2.0,11.97,9.204021461586652
Estezargues,Cuvée des Galets Côtes du Rhône 2023,2023.0,3.6,3613,3613,3.6,cotes-du-rhone,8.1,shiraz-syrah,44.25,4.63333,84,84064001,46,2358.0,25.06451612903226,33.75322580645161,16.596774193548388,25.0,1.0,121.39999999999999,153.3,0.0,13.446666666666669,8.084706772366594
Cellier des Chartreux,Chamasûtra Unlimited Love 2024,2024.0,3.9,2396,2396,3.9,gard,8.25,shiraz-syrah,43.83333,4.41667,13,13108004,15,2262.7,25.693548387096765,32.67741935483871,12.841935483870968,14.0,0.0,19.5,203.7,0.0,14.133333333333331,17.93171933896201
Cellier des Chartreux,Chevalier d'Anthelme Côtes du Rhône Rouge 2023,2023.0,3.8,122,2893,3.7,cotes-du-rhone,8.25,shiraz-syrah,44.25,4.63333,84,84064001,46,2358.0,25.06451612903226,33.75322580645161,16.596774193548388,25.0,1.0,121.39999999999999,153.3,0.0,13.446666666666669,8.084706772366594
Château Chantemerle,Médoc 2013,2013.0,3.7,275,4193,3.6,medoc,8.3,cabernet-sauvignon,45.26667,-0.78333,33,33314005,26,1592.05,21.906451612903226,27.83548387096774,11.474193548387099,1.0,3.0,82.4,111.69999999999999,0.0,11.823333333333334,5.819738971414372
Château le Clos du Notaire,L'Usufruit Clos du Notaire 2022,2022.0,3.6,52,52,3.6,cotes-de-bourg,8.3,cabernet-sauvignon,45.05,-0.63333,33,33415001,42,2152.95,23.811475409836067,31.193548387096776,14.404838709677419,16.0,1.0,114.60000000000001,93.10000000000001,2.0,12.303333333333335,12.876669370827733
Château le Pech d'André,Serment Cépages Enlacés 2022,2022.0,3.9,51,51,3.9,languedoc-roussillon,8.39,shiraz-syrah,43.6,3.38333,34,34319001,122,2560.9000000000005,26.817741935483873,34.28709677419355,14.403225806451614,23.0,3.0,29.500000000000004,74.70000000000002,0.0,13.973333333333333,8.985537989478411
Emmanuel Fellot Vigneron,Vieilles Vignes Beaujolais Nouveau 2024,2024.0,3.4,68,68,3.4,beaujolais-nouveau,8.4,gamay,46.1,4.7,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,4.726068449274317
Domaine Brunely,Côtes du Rhône 2023,2023.0,3.7,359,359,3.7,cotes-du-rhone,8.4,shiraz-syrah,44.25,4.63333,84,84064001,46,2358.0,25.06451612903226,33.75322580645161,16.596774193548388,25.0,1.0,121.39999999999999,153.3,0.0,13.446666666666669,8.084706772366594
Château Haut Pougnan,Château Les Moutins Bordeaux Rouge 2020,2020.0,3.5,241,1296,3.4,bordeaux,8.42,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2091.3999999999996,23.14677419354839,29.612903225806456,11.746774193548386,7.0,2.0,51.2,209.49999999999997,0.0,15.95,1.5177606121134102
Domaine du Barrau,Bordeaux Rouge 2018,2018.0,3.6,34,34,3.6,bordeaux,8.43,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,2027.15,23.29032258064516,29.58548387096774,12.038709677419357,6.0,3.0,55.0,85.5,0.0,14.22,5.317701561530501
Château Malbat,Merlot - Cabernet Bordeaux 2022,2022.0,3.4,26,2398,3.6,bordeaux,8.45,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2421.0999999999995,25.029032258064518,32.291935483870965,13.583870967741936,17.0,1.0,110.8,82.39999999999999,0.0,13.3,1.5177606121134102
Les Jamelles,Minimalist Syrah - Grenache 2023,2023.0,3.8,214,214,3.8,vin-de-pays-doc,8.45,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Château La Gorre,Chateau Haut Peyrillat Médoc 2021,2021.0,3.9,313,313,3.9,medoc,8.46,cabernet-sauvignon,45.26667,-0.78333,33,33314005,26,1621.6,19.929032258064513,25.287096774193547,9.80483870967742,0.0,1.0,156.20000000000002,120.0,0.0,12.613333333333333,5.819738971414372
Paul Jaboulet Aîné,Secret de Famille Syrah 2019,2019.0,3.8,151,1677,3.6,cotes-du-rhone,8.48,shiraz-syrah,44.25,4.63333,84,84064001,46,2173.0000000000005,25.150000000000002,33.82096774193548,16.337096774193547,26.0,1.0,25.4,205.79999999999998,0.0,12.543333333333333,8.084706772366594
Domaine du Clos des Fées,Modeste Red 2023,2023.0,3.7,1133,1133,3.7,cotes-du-roussillon,8.49,shiraz-syrah,42.68861,2.89472,66,66136001,42,2580.85,25.701612903225804,31.0,9.901612903225804,7.0,1.0,12.400000000000002,56.20000000000001,0.0,15.633333333333333,5.6877095625503085
Victor Berard,Côtes du Rhône Rouge 2021,2021.0,3.6,191,1796,3.5,cotes-du-rhone,8.49,shiraz-syrah,44.25,4.63333,84,84064001,46,1944.4499999999998,23.05,30.008064516129032,13.108064516129032,3.0,4.0,27.5,305.5,0.0,11.810000000000002,8.084706772366594
Moulin de Gassac,Guilhem Rouge 2023,2023.0,3.8,155,8998,3.7,pays-dherault,8.5,shiraz-syrah,43.56667,3.41667,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,9.709139396092093
