Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude,dist_km,dept,station,altitude,GDD,TM_summer,TX_summer,temp_amp_summer,hot_days,rainy_days_summer,rain_June,rain_SepOct,frost_days_Apr,avg_TM_Apr,year_median,W_price_year,WR,WR01,WQI,threshold,is_good_wine,label
Robert Perroud,Beaujolais Nouveau Nature 2024,2024,3.5,27,27,3.5,beaujolais-nouveau,7.6,gamay,46.1,4.7,4.726068449274317,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.7088122605363985,3.946861941497911,0.7893723882995822,0.5595168269556425,0.49647490652201354,1,1
Château de Nouvelles,Mas La Borde Fitou 2024,2024,3.7,341,342,3.7,fitou,7.79,shiraz-syrah,42.91666999999998,2.950000000000001,4.463310923261139,11,11144001,9,2400.45,25.893548387096775,30.970967741935485,9.209677419354838,9.0,1.0,20.6,129.4,0.0,14.963333333333333,18.5,0.7036896158235071,3.807644471169062,0.7615288942338123,0.5358799750218916,0.5486114103735538,0,0
Château de Nouvelles,Marselan 2024,2024,3.6,58,58,3.6,fitou,7.79,shiraz-syrah,42.91666999999998,2.950000000000001,4.463310923261139,11,11144001,9,2400.45,25.893548387096775,30.970967741935485,9.209677419354838,9.0,1.0,20.6,129.4,0.0,14.963333333333333,18.5,0.7036896158235071,3.912595047087548,0.7825190094175096,0.5506505011115986,0.5486114103735538,1,1
Château Nuit des Dames,Côtes du Rhône Rouge 2024,2024,3.4,552,552,3.4,cotes-du-rhone,7.88,shiraz-syrah,44.26497540596176,4.645266570551067,6.258847396426621,84,84064001,46,2133.5,24.95645161290323,32.770967741935486,14.670967741935488,20.0,3.0,48.099999999999994,208.29999999999995,0.0,13.44,18.5,0.7012888551933283,3.549327621489127,0.7098655242978255,0.49782078087603376,0.5466224606965038,0,0
Domaine du Clos Roca,L'Heureux Elu 2024,2024,3.8,27,27,3.8,pays-dherault,7.9,grenache-noir,43.56667000000002,3.416670000000003,9.709139396092983,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,18.5,0.7007575757575758,3.986567823850852,0.7973135647701703,0.5587235207669755,0.5246623710418661,1,1
Domaine de la Baume,Cabernet Sauvignon Les Thermes 2024,2024,3.7,4640,4640,3.7,languedoc-roussillon,7.99,shiraz-syrah,43.599999999999945,3.3833300000000004,8.98553798947425,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,18.5,0.6983767459418648,3.711575635471367,0.7423151270942734,0.5184156229235205,0.5343898319676234,0,0
Famille Jean-Pierre  Rambier - Domaine Haut-Lirou,S Syrah 2024,2024,3.7,109,109,3.7,vin-de-pays-doc,8.0,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.6981132075471698,3.8949644617677404,0.7789928923535481,0.5438252267373825,0.5504848490291702,0,0
Parcé Frères,Zoé 2024,2024,3.4,73,73,3.4,cotes-du-roussillon-villages,8.0,shiraz-syrah,42.68672903204232,2.684292528036307,6.466221160804322,66,66088003,158,2140.2,24.99838709677419,31.622580645161293,12.89032258064516,9.0,1.0,24.5,194.0,0.0,14.433333333333332,18.5,0.6981132075471698,3.8354393442622947,0.7670878688524589,0.5355141725951128,0.5494542704442879,0,0
Cellier des Chartreux,Chamasûtra Unlimited Love 2024,2024,3.9,2396,2396,3.9,gard,8.25,shiraz-syrah,43.83333000000002,4.416669999999998,17.9317193389622,13,13108004,15,2262.7,25.693548387096765,32.67741935483871,12.841935483870968,14.0,0.0,19.5,203.7,0.0,14.133333333333331,18.5,0.6915887850467289,3.9079128783776036,0.7815825756755207,0.5405337439251264,0.5293634808867296,1,1
Emmanuel Fellot Vigneron,Vieilles Vignes Beaujolais Nouveau 2024,2024,3.4,68,68,3.4,beaujolais-nouveau,8.4,gamay,46.1,4.7,4.726068449274317,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.6877323420074349,3.8443258614921376,0.7688651722984275,0.5287734456327475,0.49647490652201354,1,1
Domaine Py,Pinot Noir 2024,2024,3.5,356,356,3.5,vin-de-pays-doc,8.5,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.6851851851851852,3.6710315873650536,0.7342063174730107,0.5030672916018777,0.5504848490291702,0,0
Moulin de Gassac,Guilhem Rouge 2024,2024,3.7,8998,8998,3.7,pays-dherault,8.5,shiraz-syrah,43.56667000000002,3.416670000000003,9.709139396092983,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,18.5,0.6851851851851852,3.7060773663286732,0.7412154732657347,0.5078698613117071,0.5343898319676234,0,0
Domaine du Clos Roca,Ecceterra Rouge 2024,2024,3.7,468,468,3.7,pays-dherault,8.5,shiraz-syrah,43.56667000000002,3.416670000000003,9.709139396092983,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,18.5,0.6851851851851852,3.7864493582412,0.75728987164824,0.5188838009441645,0.5343898319676234,0,0
Domaine Joel Delaunay,Gamay Touraine 2024,2024,3.4,310,310,3.4,touraine,8.5,cabernet-sauvignon,47.29999999999998,0.6999999999999997,4.071821539558136,37,37122001,93,1454.1,20.41774193548387,27.10806451612903,12.653225806451612,2.0,3.0,57.10000000000001,241.9,2.0,11.813333333333333,18.5,0.6851851851851852,3.623531490894402,0.7247062981788803,0.4965580191225662,0.5646001653832742,0,0
Lamé Delisle Boucard,Cuvée Déchainée Bourgueil 2024,2024,3.7,1090,1090,3.7,bourgueil,8.5,cabernet-franc,47.283263846544855,0.1510472629529837,6.257591914076639,37,37242002,33,1481.1999999999998,20.47258064516129,27.22258064516129,12.937096774193545,3.0,4.0,107.7,167.99999999999997,0.0,12.193333333333332,18.5,0.6851851851851852,3.7440093418039253,0.7488018683607851,0.5130679468397973,0.49174920075678635,1,1
Domaine de l'Hortus,Le Loup dans la Bergerie 2024,2024,3.6,6492,6492,3.6,saint-guilhem-le-desert,8.6,shiraz-syrah,43.73333000000002,3.549999999999999,8.40453878234008,34,34239002,86,2192.5999999999995,25.712903225806453,33.024193548387096,14.46935483870968,19.0,0.0,30.200000000000003,241.4,0.0,14.039999999999997,18.5,0.6826568265682657,3.611015120117795,0.722203024023559,0.49301682451792767,0.49481735537834304,0,0
Domaine du Peyra,Cent Pour Cent Syrah 2024,2024,3.8,77,77,3.8,vin-de-pays-doc,9.0,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.6727272727272727,3.949841874273912,0.7899683748547824,0.5314332703568536,0.5504848490291702,0,0
Domaine du Peyra,Cent Pour Cent Pinot Noir 2024,2024,3.8,162,162,3.8,pic-saint-loup,9.0,shiraz-syrah,43.8000000000001,3.850000000000008,9.17907709815165,34,34217001,69,1978.8999999999999,24.750000000000007,33.067741935483866,16.937096774193552,18.0,2.0,22.799999999999997,207.6,0.0,13.43,18.5,0.6727272727272727,3.9122709028483,0.78245418056966,0.5263782669286804,0.4967494295007268,1,1
Domaine Dieu-Le-Fit - Rémi Pouizin Vignoble,Les Pious Côtes-du-Rhône 2024,2024,3.5,1903,1903,3.5,cotes-du-rhone,9.25,shiraz-syrah,44.26497540596176,4.645266570551067,6.258847396426621,84,84064001,46,2133.5,24.95645161290323,32.770967741935486,14.670967741935488,20.0,3.0,48.099999999999994,208.29999999999995,0.0,13.44,18.5,0.6666666666666666,3.543826844262295,0.708765368852459,0.4725102459016393,0.5466224606965038,0,0
Mas de Janiny,Le Temps des Gitans Rouge 2024,2024,3.5,531,531,3.5,languedoc-roussillon,9.26,shiraz-syrah,43.599999999999945,3.3833300000000004,8.98553798947425,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,18.5,0.6664265129682998,3.628756830601093,0.7257513661202186,0.4836599522054772,0.5343898319676234,0,0
Dourbie,Oscar Rouge 2024,2024,3.7,698,698,3.7,vin-de-pays-doc,9.5,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.6607142857142857,3.7637255269320846,0.7527451053864169,0.49734944463031117,0.5504848490291702,0,0
Mas Cremat,Les Sales Gosses 2024,2024,3.8,73,73,3.8,cotes-catalanes,9.5,shiraz-syrah,42.625,2.5,4.428144082308414,66,66074002,321,1845.2,23.700000000000003,31.529032258064515,15.754838709677419,9.0,1.0,20.200000000000003,130.7,0.0,13.366666666666667,18.5,0.6607142857142857,3.9522393442622947,0.790447868852459,0.5222601990632318,0.5166375671501527,1,1
Cailhol Gautran,Cantus Vitis Minervois 2024,2024,3.9,441,441,3.9,minervois,9.5,shiraz-syrah,43.29984594640925,2.600652385480642,6.717889977980713,34,34302001,137,2181.6,25.156451612903222,31.829032258064522,12.853225806451615,14.0,1.0,24.200000000000003,131.29999999999998,0.0,13.78,18.5,0.6607142857142857,3.9329447185527084,0.7865889437105417,0.519710552094465,0.5276574221831501,0,0
Les Vignerons de Maury,Maurynates Grenache Noir 2024,2024,4.1,106,106,4.1,cotes-catalanes,9.6,grenache-noir,42.625,2.5,4.428144082308414,66,66074002,321,1845.2,23.700000000000003,31.529032258064515,15.754838709677419,9.0,1.0,20.200000000000003,130.7,0.0,13.366666666666667,18.5,0.6583629893238434,4.04685454440132,0.8093709088802641,0.5328598510421667,0.5351497151139277,0,0
Les Vignerons de Maury,Les Maurynates Carignan 2024,2024,4.0,27,27,4.0,cotes-catalanes,9.6,shiraz-syrah,42.625,2.5,4.428144082308414,66,66074002,321,1845.2,23.700000000000003,31.529032258064515,15.754838709677419,9.0,1.0,20.200000000000003,130.7,0.0,13.366666666666667,18.5,0.6583629893238434,4.013038412086146,0.8026076824172292,0.528407193050489,0.5166375671501527,1,1
Julie et Nicolas,Éléfantaisy Côtes-du-Rhône 2024,2024,3.6,106,106,3.6,cotes-du-rhone,9.6,shiraz-syrah,44.26497540596176,4.645266570551067,6.258847396426621,84,84064001,46,2133.5,24.95645161290323,32.770967741935486,14.670967741935488,20.0,3.0,48.099999999999994,208.29999999999995,0.0,13.44,18.5,0.6583629893238434,3.8595753924578577,0.7719150784915716,0.5082003185798603,0.5466224606965038,0,0
Cochon Volant,Corbières 2024,2024,3.6,2422,2422,3.6,corbieres,9.8,shiraz-syrah,43.08158032658233,2.6854789880195296,5.284961330799183,11,11185001,130,2115.65,24.835483870967742,31.291935483870965,12.083870967741937,11.0,2.0,12.399999999999999,104.10000000000001,0.0,13.536666666666665,18.5,0.6537102473498233,3.6282646541229604,0.725652930824592,0.4743667568994683,0.5033068812612386,0,0
Domaine de la Noiraie,Les 7 Lieux-Dits Saint-Nicolas-de-Bourgueil 2024,2024,3.6,247,247,3.6,saint-nicolas-de-bourgueil,9.9,cabernet-franc,47.29929189869924,0.101559255741893,8.809857229893375,37,37242002,33,1481.1999999999998,20.47258064516129,27.22258064516129,12.937096774193545,3.0,4.0,107.7,167.99999999999997,0.0,12.193333333333332,18.5,0.6514084507042254,3.773254330343334,0.7546508660686668,0.4915859514883921,0.49174920075678635,0,0
La Croix Gratiot,Rouge Cerise 2024,2024,3.8,1173,1173,3.8,pays-dherault,10.0,shiraz-syrah,43.56667000000002,3.416670000000003,9.709139396092983,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,18.5,0.6491228070175439,3.828192471159684,0.7656384942319369,0.4969934085365204,0.5343898319676234,0,0
Domaine de Piéblanc,Rhinocéros 2024,2024,3.9,26,26,3.9,southern-rhone,10.0,shiraz-syrah,44.3,4.799999999999999,8.377191499795403,26,26211001,146,2117.7000000000003,25.35483870967742,32.53870967741935,13.767741935483869,20.0,1.0,62.6,231.89999999999995,0.0,13.303333333333333,18.5,0.6491228070175439,4.0002947589437134,0.8000589517887426,0.5193365125646224,0.4932285726474104,1,1
M. Chapoutier,Belleruche Côtes-du-Rhône 2024,2024,3.7,36554,36554,3.7,cotes-du-rhone,10.0,shiraz-syrah,44.26497540596176,4.645266570551067,6.258847396426621,84,84064001,46,2133.5,24.95645161290323,32.770967741935486,14.670967741935488,20.0,3.0,48.099999999999994,208.29999999999995,0.0,13.44,18.5,0.6491228070175439,3.701518059297748,0.7403036118595496,0.48054795857549715,0.5466224606965038,0,0
Famille Fabre,Domaine de Luc L'Instant Rare Syrah - Viognier 2024,2024,3.8,203,203,3.8,vin-de-pays-doc,10.3,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.642361111111111,3.9001574633304568,0.7800314926660914,0.5010618963306489,0.5504848490291702,0,0
Domaine de la Grande Courtade,L'Instant Rare Pinot Noir 2024,2024,3.7,235,235,3.7,coteaux-denserune,10.3,shiraz-syrah,43.31667,3.13333,2.6325082982122865,34,34032002,25,2164.45,25.129032258064512,32.26935483870968,14.075806451612902,14.0,2.0,15.799999999999999,111.2,0.0,14.043333333333331,18.5,0.642361111111111,3.8353394079261496,0.7670678815852299,0.4927345767127344,0.577431770843055,0,0
Christophe Pacalet,New Beaujolais Nouveau 2024,2024,3.6,25,448,3.5,beaujolais-nouveau,10.5,gamay,46.1,4.7,4.726068449274317,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.6379310344827587,3.963662554780068,0.7927325109560136,0.5057086707822845,0.49647490652201354,1,1
Mas Mudigliza,Coume des Loups 2024,2024,3.8,668,668,3.8,cotes-du-roussillon-villages,10.5,shiraz-syrah,42.68672903204232,2.684292528036307,6.466221160804322,66,66088003,158,2140.2,24.99838709677419,31.622580645161293,12.89032258064516,9.0,1.0,24.5,194.0,0.0,14.433333333333332,18.5,0.6379310344827587,3.845041226113105,0.769008245222621,0.4905742254006376,0.5494542704442879,0,0
Domaine de la Poyebade,Brouilly 2024,2024,3.7,88,88,3.7,brouilly,10.5,gamay,46.100847139155114,4.651533792454113,6.591107113793196,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.6379310344827587,3.910414475719146,0.7820828951438292,0.49891495035037386,0.49647490652201354,1,1
Domaine Pantaléon,La Gardière Cuvée Prestige Saint Nicolas de Bourgueil 2024,2024,3.5,316,316,3.5,saint-nicolas-de-bourgueil,10.8,cabernet-franc,47.29929189869924,0.101559255741893,8.809857229893375,37,37242002,33,1481.1999999999998,20.47258064516129,27.22258064516129,12.937096774193545,3.0,4.0,107.7,167.99999999999997,0.0,12.193333333333332,18.5,0.6313993174061433,3.6849083895853427,0.7369816779170686,0.4653297283776713,0.49174920075678635,0,0
Domaine Deshenrys,Elle & Lui 2024,2024,3.6,36,36,3.6,cotes-de-thongue,11.4,shiraz-syrah,43.5,3.31667,1.0000204168171039,34,34237001,73,1965.75,24.409677419354836,31.36935483870968,13.948387096774193,8.0,1.0,13.0,114.0,0.0,13.186666666666666,18.5,0.6187290969899666,3.9448818594627877,0.7889763718925575,0.48816263812750216,0.5738772914825364,0,0
Abbaye Sylva Plana,Les Novices Faugères 2024,2024,3.7,1293,1293,3.7,faugeres,11.5,shiraz-syrah,43.56514235032611,3.0889050827624205,9.492743230755455,34,34028003,373,1800.2499999999995,23.612903225806456,29.90161290322581,12.14838709677419,5.0,0.0,23.8,243.1,0.0,11.993333333333334,18.5,0.6166666666666667,3.737931861269098,0.7475863722538196,0.46101159622318877,0.5281061688851648,0,0
Château Puygueraud,Francs - Côtes de Bordeaux 2024,2024,3.7,8614,8616,3.7,cotes-de-francs,11.7,cabernet-sauvignon,42.955249999999985,1.7946999999999993,20.66875668391623,11,11028001,980,958.25,18.708064516129035,24.774193548387096,11.909677419354841,0.0,5.0,44.60000000000001,141.6,5.0,8.746666666666666,18.5,0.6125827814569537,3.706342831994719,0.7412685663989438,0.4540883602112735,0.5613497590425557,0,0
Mas des Chimères,Oeillade Coteaux du Salagou 2024,2024,3.8,709,709,3.8,pays-dherault,11.9,shiraz-syrah,43.56667000000002,3.416670000000003,9.709139396092983,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,18.5,0.6085526315789473,3.8429569255819116,0.7685913851163824,0.4677283100214827,0.5343898319676234,0,0
Domaine de Courbissac,Les Traverses Minervois 2024,2024,3.8,1589,1589,3.8,minervois,11.9,shiraz-syrah,43.29984594640925,2.600652385480642,6.717889977980713,34,34302001,137,2181.6,25.156451612903222,31.829032258064522,12.853225806451615,14.0,1.0,24.200000000000003,131.29999999999998,0.0,13.78,18.5,0.6085526315789473,3.8215514360507212,0.7643102872101443,0.46512303662459437,0.5276574221831501,0,0
Gérard Bertrand,Syrah Prima Nature 2024,2024,3.6,605,605,3.6,vin-de-pays-doc,11.9,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.6085526315789473,3.6939384092910155,0.7387876818582031,0.44959118797291964,0.5504848490291702,0,0
Mas de Janiny,Le Blason Languedoc 2024,2024,3.5,175,175,3.5,languedoc,11.95,shiraz-syrah,43.60057601202888,3.88270435561468,7.137451575692915,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.6075533661740559,3.758976807004471,0.7517953614008942,0.4567558024931541,0.5504848490291702,0,0
Château Gléon,Les Clefs du Paradis 2024,2024,3.6,26,26,3.6,vallee-du-paradis,11.95,shiraz-syrah,42.38761,2.89973,10.087619206957163,66,66137003,295,2148.3999999999996,24.950000000000003,31.469354838709673,11.782258064516132,7.0,2.0,25.0,144.70000000000002,0.0,13.84,18.5,0.6075533661740559,3.9618711136235163,0.7923742227247033,0.4814096262859445,0.4814096262859445,1,0
Domaine Marcel Lapierre,Cambon Nouveau 2024,2024,3.8,97,97,3.8,beaujolais-nouveau,12.0,gamay,46.1,4.7,4.726068449274317,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.6065573770491803,3.938904511188226,0.7877809022376452,0.47783431775070284,0.49647490652201354,0,0
Canet-Valette,Antonyme 2024,2024,3.6,1182,1182,3.6,saint-chinian,12.0,shiraz-syrah,43.43333,2.949999999999999,9.14978877790984,34,34269001,258,2085.5499999999997,24.71935483870968,31.766129032258064,13.251612903225803,13.0,1.0,23.3,150.6,0.0,13.2,18.5,0.6065573770491803,3.6540543311740796,0.730810866234816,0.44327872214242936,0.5617653728536881,0,0
Mas de Janiny,Pin' Up de Janiny Pinot Noir 2024,2024,3.4,278,278,3.4,languedoc-roussillon,12.5,shiraz-syrah,43.599999999999945,3.3833300000000004,8.98553798947425,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,18.5,0.5967741935483871,3.639252386957305,0.7278504773914609,0.4343623816690977,0.5343898319676234,0,0
Olivier Pithon,Mon P'tit Pithon Rouge 2024,2024,3.5,1204,1204,3.5,cotes-catalanes,12.6,shiraz-syrah,42.625,2.5,4.428144082308414,66,66074002,321,1845.2,23.700000000000003,31.529032258064515,15.754838709677419,9.0,1.0,20.200000000000003,130.7,0.0,13.366666666666667,18.5,0.5948553054662379,3.5660100188744197,0.713202003774884,0.42425199581464157,0.5166375671501527,0,0
Domaine de l'R,Le Canal des Grands Pièces 2024,2024,3.7,1099,1099,3.7,chinon,12.75,cabernet-franc,47.16667,0.2333299999999997,9.234668991446263,37,37242002,33,1481.1999999999998,20.47258064516129,27.22258064516129,12.937096774193545,3.0,4.0,107.7,167.99999999999997,0.0,12.193333333333332,18.5,0.592,3.7436989310858726,0.7487397862171745,0.4432539534405673,0.49174920075678635,0,0
Aubert et Mathieu,Hautes Pistes Pinot Noir 2024,2024,4.0,967,967,4.0,vin-de-pays-doc,12.95,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.5882352941176471,4.002325031525851,0.8004650063051703,0.47086176841480604,0.5504848490291702,0,0
Préceptorie,Copain Comme Cochon Maury Sec 2024,2024,3.8,788,788,3.8,maury,13.0,grenache-noir,42.783329999999985,2.6166699999999996,11.484564781209686,66,66187006,300,1993.0500000000002,24.351612903225806,30.927419354838708,12.232258064516127,10.0,1.0,10.8,166.2,0.0,13.133333333333331,18.5,0.5873015873015873,3.8394402446275375,0.7678880489255075,0.4509818700038695,0.5136146290747765,0,0
Domaine Jean-Baptiste Senat,Arbalète et Coquelicots 2024,2024,3.7,918,918,3.7,minervois,13.0,shiraz-syrah,43.29984594640925,2.600652385480642,6.717889977980713,34,34302001,137,2181.6,25.156451612903222,31.829032258064522,12.853225806451615,14.0,1.0,24.200000000000003,131.29999999999998,0.0,13.78,18.5,0.5873015873015873,3.750922224717419,0.7501844449434838,0.4405845152842683,0.5276574221831501,0,0
Joseph Drouhin,Beaujolais-Villages Nouveau 2024,2024,3.9,57,1391,3.7,beaujolais-villages,13.0,gamay,46.114685816938135,4.689871898228441,6.489185126511855,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.5873015873015873,3.987007846434076,0.7974015692868152,0.4683152073589232,0.49647490652201354,0,0
Jean-Claude Lapalu,Beaujolais Villages Nouveau 2024,2024,3.7,73,1379,3.7,beaujolais-villages,13.8,gamay,46.114685816938135,4.689871898228441,6.489185126511855,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.5727554179566564,3.923039344262295,0.7846078688524589,0.44938840785667156,0.49647490652201354,0,0
Domaine Les Capréoles,L'Amourgandise Terroir de Lantigné 2024,2024,3.8,477,477,3.8,beaujolais,13.9,gamay,46.09048691404974,4.6906599094210755,3.916248063067892,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.5709876543209876,3.858195467990174,0.7716390935980348,0.44059639603591494,0.49647490652201354,0,0
Domaine du Clos des Fées,Les Sorcières Côtes du Roussillon Rouge 2024,2024,4.0,41,9591,3.8,cotes-du-roussillon,14.0,shiraz-syrah,42.688610000000054,2.894720000000005,5.687709562544387,66,66136001,42,2356.3999999999996,26.012903225806454,31.591935483870976,10.548387096774192,7.0,1.0,13.8,203.19999999999996,0.0,14.82666666666667,18.5,0.5692307692307692,4.012201082869605,0.802440216573921,0.45677366174207806,0.5452023676187125,0,0
Philippe Ravier,Mondeuse Saint Jean de la Porte 2024,2024,3.6,205,205,3.6,vin-de-savoie,14.6,pinot-noir,45.65,6.1,6.051963528185775,73,73139001,832,1140.4,19.3483870967742,26.01129032258064,12.149999999999999,0.0,6.0,137.79999999999998,398.3,7.0,8.713333333333333,18.5,0.5589123867069486,3.7923032357737534,0.7584606471547507,0.4239130505245586,0.46098538427112634,0,0
La Grande Sieste,Rouge de Rêve 2024,2024,3.9,819,820,3.9,vin-de-pays-doc,15.0,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.5522388059701493,3.9204416024754756,0.7840883204950951,0.4330039978853511,0.5504848490291702,0,0
Domaine de la Creuze Noire,"Coteaux Bourguignons ""Les Champs De Voisin"" 2024",2024,4.0,232,232,4.0,coteaux-bourguignons,15.35,pinot-noir,47.0,4.75,7.819447420978977,21,21527001,417,1235.25,19.937096774193545,26.382258064516126,12.429032258064519,0.0,5.0,92.49999999999999,263.9,2.0,9.73,18.5,0.5465288035450516,4.006503266663994,0.8013006533327989,0.43793388734584277,0.31012752912956604,1,1
Château Falfas,Les Demoiselles de Falfas Côtes de Bourg 2024,2024,3.6,870,870,3.6,cotes-de-bourg,15.75,cabernet-sauvignon,45.049999999999976,-0.6333300000000005,12.876669370827354,33,33415001,42,1706.25,21.37258064516129,27.930645161290315,12.033870967741935,2.0,0.0,91.7,216.99999999999994,0.0,13.06,18.5,0.5401459854014599,3.670162212097014,0.7340324424194028,0.3964846769272687,0.4736221164960575,0,0
Ricardelle de Lautrec,Nature Pinot Noir 2024,2024,3.7,94,94,3.7,vin-de-pays-doc,15.8,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.5393586005830904,3.905755852640494,0.7811511705280988,0.4213206021798784,0.5504848490291702,0,0
Laurent Perrachon,Beaujolais-Villages Nouveau 2024,2024,3.5,133,133,3.5,beaujolais-villages,15.87,gamay,46.114685816938135,4.689871898228441,6.489185126511855,69,69206001,190,1659.5,22.253225806451617,29.20483870967742,13.582258064516129,4.0,3.0,87.89999999999999,217.09999999999997,1.0,11.706666666666667,18.5,0.5382601105615362,3.794063987308302,0.7588127974616604,0.4084386602572219,0.49647490652201354,0,0
Domaine Peter Sichel,Montanha 2024,2024,4.0,93,93,4.0,languedoc,16.0,shiraz-syrah,43.60057601202888,3.88270435561468,7.137451575692915,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,18.5,0.5362318840579711,4.00985124468731,0.8019702489374619,0.43004201754617527,0.5504848490291702,0,0
Domaine Font de Notre Dame,Côtes-du-Rhône-Villages 'Sablet' 2024,2024,3.8,84,84,3.8,cotes-du-rhone-villages-sablet,16.06,shiraz-syrah,44.21215411027531,5.014080932964322,9.469317611038036,84,84069001,348,1934.9499999999998,24.39354838709677,32.817741935483866,16.238709677419354,17.0,1.0,37.699999999999996,237.59999999999997,0.0,12.663333333333334,18.5,0.5353009259259259,3.9458231266880217,0.7891646253376043,0.42244055465120606,0.5416771407502792,0,0
